Campaign_ID,Campaign_Name,Date,Marketing_Channel,Campaign_Type,Region,Impressions,Clicks,Leads,Conversions,Ad_Spend,Revenue,Customers,Campaign_Duration,Device_Type
CMP_FB_02,FB_Lookalike_Prospecting,2025/12/05,Facebook Ads,Awareness,Europe,26391,1023,265.0,82,1806.73,20412.84,52,14.0,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-01-29,LinkedIn Ads,Lead Generation,Europe,9763,313,82.0,37,2921.85,19962.7,23,8.0,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-02-03,YouTube_Ads,Product Promotion,Middle East,63449,1397,356.0,97,2651.36,18479.97,60,15.0,Desktop
CMP_IG_02,IG_Stories_Conversion,2025-02-28,Instagram_Ads,Conversion,North America,35785,1149,342.0,99,3449.73,25494.4,61,27.0,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-13,YouTube Ads,Product Promotion,North America,78133,1238,326.0,53,1646.96,9411.09,27,11.0,Desktop
CMP_LI_02,LI_Whitepaper_Downloads,2025-03-14,linkedin ads,Lead Generation,North America,20475,425,186.0,42,4301.04,26066.13,22,13.0,Mobile
CMP_FB_01,FB_Retargeting_Q1,2025-04-07,facebook ads,Retargeting,Europe,62534,1591,428.0,159,4858.27,41233.63,90,15.0,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-10-15, Facebook Ads,Awareness,Europe,37303,1664,842.0,163,4672.4,38419.46,118,15.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-06-02,facebook ads,Awareness,Latin America,58692,1786,,163,3021.87,34629.57,95,8.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025-08-12,SEO,Awareness,Latin America,55785,2386,878.0,251,1003.18,64006.82,199,26.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025/11/10,LinkedIn Ads ,Lead Generation,Latin America,15147,420,200.0,33,4369.05,17980.46,16,13.0,Tablet
CMP_DSP_01,DSP_Programmatic_Banner,2025-07-05,Display Ads,Awareness,Latin America,39734,446,198.0,7,1170.27,957.07,3,17.0,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025/11/26,seo,Conversion,Europe,24196,1921,978.0,230,902.39,60111.09,188,9.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-12-11,YouTube Ads,Product Promotion,North America,39806,865,453.0,33,1578.72,6129.25,15,30.0,Tablet
CMP_EM_01,EM_Weekly_Newsletter,2025/09/24,Email Marketing,Product Promotion,Latin America,17446,2076,892.0,317,664.95,70003.13,239,18.0,Desktop
CMP_LI_02,LI_Whitepaper_Downloads,2025-09-05,linkedin ads,Lead Generation,Middle East,22472,564,270.0,73,4462.39,48783.51,46,29.0,Mobile
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-12-30,email marketing,Conversion,Middle East,15449,1738,778.0,228,1029.92,51588.1,169,28.0,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025/08/06,facebook ads,Retargeting,Latin America,26304,909,349.0,58,2821.86,15278.81,40,15.0,Desktop
CMP_IG_02,IG_Stories_Conversion,2025-01-07,Instagram Ads,Conversion,Latin America,16408,741,326.0,46,1821.34,7551.83,26,8.0,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-10-20,youtube ads,Product Promotion,Latin America,68546,1167,638.0,51,1942.62,12441.17,23,13.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-07-26,seo,Conversion,North America,42968,2127,755.0,327,1040.21,84519.51,275,26.0,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-03-13,linkedin ads,Lead Generation,Asia-Pacific,16888,363,114.0,41,3103.63,24409.51,21,16.0,Mobile
CMP_DSP_01,DSP_Programmatic_Banner,2025/02/23,Display Ads,Awareness,North America,93127,1116,568.0,26,4138.89,4074.27,12,22.0,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-03-12,YouTube Ads,Product Promotion,Asia-Pacific,75184,915,420.0,56,1579.04,8505.18,31,15.0,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-08-05,GOOGLE ADS,Lead Generation,Asia-Pacific,34521,1259,666.0,132,4490.6,30634.9,92,20.0,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-09-16,GOOGLE ADS,Lead Generation,Latin America,46594,2305,657.0,266,10228.77,59938.69,204,26.0,Desktop
CMP_LI_02,LI_Whitepaper_Downloads,2025-02-08,LinkedIn Ads,Lead Generation,Middle East,14399,427,202.0,30,3617.64,16814.42,16,20.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025-09-24,LinkedIn Ads ,Lead Generation,Latin America,8381,151,79.0,16,991.11,9838.59,6,25.0,Desktop
CMP_EM_01,EM_Weekly_Newsletter,2025-08-17,Email Marketing ,Product Promotion,Latin America,26247,2970,1579.0,453,1601.63,90612.03,337,27.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-05-17, Facebook Ads,Awareness,Europe,45668,1333,342.0,139,2934.17,38456.1,87,14.0,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-11-18,Instagram Ads,Product Promotion,Latin America,17000,847,328.0,45,1668.2,11606.97,23,25.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-01-23, Facebook Ads,Awareness,Asia-Pacific,57126,1678,828.0,139,4739.58,34685.91,94,17.0,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-03-26,Display Ads,Awareness,Asia-Pacific,88310,1044,357.0,18,2598.05,3327.39,7,28.0,Desktop
CMP_LI_02,LI_Whitepaper_Downloads,2025-07-16,LinkedIn Ads,Lead Generation,Europe,7109,115,41.0,8,834.03,5399.84,4,20.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025/03/13,YouTube_Ads,Product Promotion,Latin America,44946,1120,404.0,44,1513.07,8965.21,23,8.0,Desktop
CMP_GGL_01,Google_Search_Brand,2025-12-30,Google Ads ,Conversion,North America,18178,1057,449.0,144,2873.69,38934.59,103,16.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-17,Facebook Ads,Awareness,Asia-Pacific,20739,1018,344.0,82,2077.03,16414.4,56,17.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025-07-17,LinkedIn Ads,Lead Generation,North America,19442,411,111.0,30,2481.15,19674.35,12,29.0,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-07-17,youtube ads,Awareness,Asia-Pacific,53782,724,268.0,31,1014.49,5957.28,14,18.0,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-08,facebook ads,Awareness,North America,15477,663,354.0,64,1786.39,13083.05,44,30.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025-12-03,SEO,Awareness,Europe,26724,1665,753.0,236,704.72,89743.29,180,27.0,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025/04/25,Facebook Ads,Awareness,Asia-Pacific,59348,2582,825.0,231,6266.83,42314.18,131,10.0,Desktop
CMP_LI_01,LI_B2B_Executive_Leads,2025-01-15,LinkedIn Ads ,Lead Generation,Middle East,10085,267,143.0,28,2358.78,18824.35,17,12.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-06-13, Facebook Ads,Awareness,Asia-Pacific,31547,1161,486.0,71,3224.83,16175.23,51,7.0,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-11-04,seo,Awareness,Latin America,62341,3083,1682.0,305,1505.53,79127.35,209,13.0,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-03-17,Instagram Ads,Conversion,Latin America,33551,1007,408.0,61,2168.91,10131.85,30,18.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-01-26, SEO ,Conversion,Middle East,58793,4630,1846.0,568,2269.19,162117.58,408,14.0,Desktop
CMP_IG_02,IG_Stories_Conversion,2025/09/19,instagram ads,Conversion,Europe,39295,1473,743.0,131,3319.0,25800.11,72,20.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-07-18,YouTube_Ads,Product Promotion,Asia-Pacific,38339,501,128.0,23,1091.46,4488.13,13,24.0,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-12-31,youtube ads,Product Promotion,Middle East,51541,1154,470.0,46,1699.99,9253.94,24,12.0,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-11-23,linkedin ads,Lead Generation,North America,16107,332,144.0,34,2597.13,23361.12,16,8.0,Mobile
CMP_YT_01,YT_Video_Awareness_V1,2025-09-15,YouTube_Ads,Awareness,Asia-Pacific,53218,1175,361.0,40,2799.68,6385.26,19,28.0,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-08-01,Google Ads ,Lead Generation,Middle East,13820,825,440.0,68,2501.1,15582.23,45,29.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-01-16,youtube ads,Product Promotion,Asia-Pacific,82824,2050,1092.0,136,2501.35,32887.76,69,22.0,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-09-07,youtube ads,Product Promotion,Middle East,39267,963,409.0,49,1880.68,11015.08,22,16.0,Tablet
CMP_IG_01,IG_Influencer_Promos,2025/10/03,instagram ads,Product Promotion,Europe,16634,513,190.0,29,1213.19,6886.58,18,30.0,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-06-22,LinkedIn Ads ,Lead Generation,Asia-Pacific,13255,422,203.0,39,4171.93,19292.74,21,10.0,Tablet
CMP_DSP_01,DSP_Programmatic_Banner,2025-02-23,display ads,Awareness,Latin America,52974,348,132.0,5,945.86,565.1,2,17.0,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-01-16,email marketing,Conversion,North America,27436,2420,1100.0,485,1153.4,170470.61,417,27.0,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-10-10,Facebook Ads,Retargeting,Europe,45013,2017,971.0,126,5925.33,30991.86,89,20.0,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-07-10,Email Marketing ,Product Promotion,Middle East,11845,1252,456.0,223,847.7,84428.23,196,24.0,Mobile
CMP_DSP_01,DSP_Programmatic_Banner,2025-12-18,Display Ads,Awareness,Europe,89111,1174,461.0,26,3345.14,3769.7,13,22.0,Tablet
CMP_GGL_01,Google_Search_Brand,2025-03-20,Google Ads ,Conversion,Europe,38666,1915,557.0,239,5811.35,83356.8,181,8.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025/05/22,seo,Awareness,Middle East,50042,2367,1181.0,350,751.55,105860.83,270,12.0,Desktop
CMP_SEO_01,SEO_Organic_Blog_Content,2025-09-08,SEO,Awareness,North America,52198,3770,2047.0,427,975.29,151661.16,303,24.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-06-12, SEO ,Conversion,Asia-Pacific,20227,1259,486.0,167,409.51,52916.57,131,19.0,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025-01-05,facebook ads,Awareness,Middle East,16187,535,238.0,47,1295.3,12561.33,28,23.0,Desktop
CMP_EM_01,EM_Weekly_Newsletter,2025-05-21,Email Marketing,Product Promotion,Middle East,26960,3184,1594.0,590,1231.97,156794.52,490,15.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-03-09,SEO,Conversion,Europe,46218,1911,819.0,231,968.9,75056.57,171,24.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-08-22,seo,Conversion,Latin America,27491,2113,1029.0,320,852.17,127003.07,225,19.0,Desktop
CMP_LI_01,LI_B2B_Executive_Leads,2025-06-22,LinkedIn Ads ,Lead Generation,Europe,11178,362,117.0,39,2178.97,21371.66,17,19.0,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-02-07,Facebook Ads,Retargeting,Asia-Pacific,48905,1643,887.0,162,4916.73,39524.66,94,28.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025-03-07, SEO ,Awareness,Europe,16767,1278,651.0,174,558.18,45983.17,128,24.0,Mobile
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-21,youtube ads,Product Promotion,Latin America,29579,664,188.0,35,1317.33,5401.9,18,25.0,Desktop
CMP_GGL_01,Google_Search_Brand,2025-04-17,google ads,Conversion,North America,19782,822,236.0,101,2270.69,28759.09,82,15.0,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-15,Facebook Ads,Awareness,North America,39456,1883,972.0,143,3673.37,36940.75,88,27.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025/10/26,linkedin ads,Lead Generation,Middle East,20548,428,220.0,45,4061.8,23638.61,20,18.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025-06-02,seo,Awareness,Asia-Pacific,28633,1431,465.0,139,837.27,42567.36,114,8.0,Mobile
CMP_IG_02,IG_Stories_Conversion,2025-09-10,Instagram Ads,Conversion,Europe,30777,1535,512.0,107,4855.53,19711.05,57,15.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025-10-25,LinkedIn Ads ,Lead Generation,Latin America,14547,487,236.0,53,4059.82,28087.0,34,13.0,Tablet
CMP_GGL_01,Google_Search_Brand,2025-09-25,Google Ads,Conversion,North America,49517,2505,1080.0,240,11082.41,67960.9,189,19.0,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-08-03,instagram ads,Product Promotion,Europe,49581,2686,1417.0,243,8064.0,47756.8,126,26.0,Tablet
CMP_IG_01,IG_Influencer_Promos,2025/05/31,instagram ads,Product Promotion,Asia-Pacific,51750,2371,1048.0,162,5564.28,31369.13,106,18.0,Tablet
CMP_IG_01,IG_Influencer_Promos,2025-09-04,instagram ads,Product Promotion,Asia-Pacific,16561,500,195.0,39,1502.53,8577.14,21,13.0,Tablet
CMP_GGL_02,Google_NonBrand_Generic,2025-04-28,google ads,Lead Generation,Middle East,32423,1356,358.0,156,4327.59,42145.43,122,22.0,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-11-24, SEO ,Conversion,Latin America,25006,1277,524.0,160,413.7,45526.97,129,26.0,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025/11/03,Google Ads,Lead Generation,Asia-Pacific,39760,1758,513.0,221,6053.2,66967.8,152,21.0,Mobile
CMP_DSP_01,DSP_Programmatic_Banner,2025/03/03,display ads,Awareness,Latin America,59874,942,261.0,15,3008.52,2653.11,6,28.0,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-12-04,display ads,Retargeting,Asia-Pacific,39974,493,159.0,11,1246.79,1586.91,3,25.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-07-12,YouTube Ads,Product Promotion,Europe,46004,932,487.0,60,1434.23,11295.0,38,,Desktop
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-07-13,Email Marketing,Conversion,Middle East,17650,1569,860.0,337,1042.47,124948.03,262,29.0,Desktop
CMP_EM_01,EM_Weekly_Newsletter,2025-08-18,email marketing,Product Promotion,Middle East,26168,2213,1080.0,296,936.34,110369.42,236,28.0,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025/06/11,Email Marketing,Product Promotion,Latin America,13073,1233,527.0,189,414.93,41515.69,134,27.0,Desktop
CMP_GGL_02,Google_NonBrand_Generic,2025-02-25,GOOGLE ADS,Lead Generation,Latin America,30522,1177,593.0,119,3368.82,38576.11,73,19.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-09-26,seo,Conversion,Asia-Pacific,27395,1493,490.0,148,370.65,39843.22,117,22.0,Tablet
CMP_EM_01,EM_Weekly_Newsletter,2025-09-27,Email Marketing ,Product Promotion,Middle East,25743,2369,879.0,449,1628.5,147230.81,357,30.0,Mobile
CMP_IG_01,IG_Influencer_Promos,2025-10-09,Instagram Ads,Product Promotion,North America,16949,841,405.0,70,2146.66,14246.05,41,25.0,Tablet
CMP_SEO_01,SEO_Organic_Blog_Content,2025-12-18, SEO ,Awareness,Latin America,44294,3519,1702.0,362,1999.63,133333.36,236,12.0,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-08-31,Facebook Ads,Awareness,Europe,16307,646,248.0,50,2053.77,11204.68,33,12.0,
CMP_GGL_02,Google_NonBrand_Generic,2025-07-15,Google Ads,Lead Generation,Europe,35000,1450,436.0,128,5002.18,34805.29,99,10.0,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-10-03,Display Ads,Retargeting,Middle East,36264,536,245.0,16,1187.2,1910.18,8,27.0,
CMP_FB_01,FB_Retargeting_Q1,2025-07-28, Facebook Ads,Retargeting,Europe,41505,1486,647.0,139,2271.67,32454.2,94,27.0,Mobile
CMP_FB_01,FB_Retargeting_Q1,2025/02/21, Facebook Ads,Retargeting,Asia-Pacific,38220,1367,750.0,123,2866.41,26634.95,77,16.0,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025-03-06,SEO,Conversion,Middle East,50844,2310,1259.0,274,591.09,103465.41,206,23.0,Desktop
CMP_GGL_01,Google_Search_Brand,2025/09/17,Google Ads ,Conversion,Europe,42975,1883,930.0,241,8273.96,82993.7,197,9.0,Mobile
CMP_FB_02,FB_Lookalike_Prospecting,2025/12/26,Facebook Ads,Awareness,Asia-Pacific,41015,1752,648.0,141,5336.95,25813.29,78,9.0,Desktop
CMP_FB_01,FB_Retargeting_Q1,2025-12-08, Facebook Ads,Retargeting,North America,61560,2531,781.0,237,4786.22,62657.02,174,28.0,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-12-03,instagram ads,Product Promotion,Europe,31368,1499,660.0,94,5095.05,24014.13,51,22.0,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-10-29,seo,Conversion,Asia-Pacific,40339,1810,656.0,219,736.89,75561.6,180,30.0,Desktop
CMP_IG_01,IG_Influencer_Promos,2025-05-21,Instagram_Ads,Product Promotion,Latin America,52451,1893,733.0,173,6064.17,40355.5,104,21.0,Mobile
CMP_IG_01,IG_Influencer_Promos,2025-11-29,Instagram Ads,Product Promotion,Europe,53439,1638,739.0,105,4023.82,22653.3,59,29.0,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-01-04,LinkedIn Ads,Lead Generation,Asia-Pacific,10451,362,197.0,33,3637.11,21647.1,14,20.0,Desktop
CMP_LI_01,LI_B2B_Executive_Leads,2025-12-08,LinkedIn Ads,Lead Generation,Asia-Pacific,20315,548,205.0,57,4195.34,42118.41,31,29.0,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-04-14,YouTube_Ads,Awareness,Latin America,57536,576,267.0,18,769.56,3682.24,10,11.0,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-09-22,Email Marketing,Product Promotion,Asia-Pacific,21277,2264,1238.0,365,818.37,125408.9,292,11.0,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-07-18,Facebook Ads,Retargeting,Middle East,18129,588,273.0,59,1654.1,10971.05,42,27.0,Desktop
CMP_EM_01,EM_Weekly_Newsletter,2025-01-15,Email Marketing ,Product Promotion,Europe,27415,2689,1262.0,404,1925.63,111542.08,323,24.0,Desktop
CMP_SEO_02,SEO_High_Intent_Landing,2025-11-14,seo,Conversion,Europe,38542,1695,819.0,197,749.62,54115.16,134,13.0,Tablet
CMP_IG_02,IG_Stories_Conversion,2025-01-22,Instagram_Ads,Conversion,Latin America,52961,2210,857.0,137,5506.09,30168.8,85,8.0,Tablet
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-06-11,display ads,Retargeting,North America,62290,998,284.0,30,3480.71,4670.4,11,27.0,Tablet
CMP_DSP_01,DSP_Programmatic_Banner,2025-11-14,Display Ads,Awareness,North America,20071,116,63.0,2,422.66,260.14,1,12.0,Mobile
CMP_DSP_02,DSP_Dynamic_Retargeting,2025/12/15,Display Ads,Retargeting,Asia-Pacific,50480,276,100.0,9,546.23,1420.72,4,19.0,Mobile
CMP_LI_01,LI_B2B_Executive_Leads,2025-07-25,linkedin ads,Lead Generation,North America,11756,227,103.0,18,2067.63,10415.48,7,9.0,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-08-05,Email Marketing,Product Promotion,Latin America,16736,1362,472.0,166,728.47,42657.45,135,20.0,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-11-17, Facebook Ads,Retargeting,Europe,42861,1194,319.0,80,2247.32,16525.06,46,13.0,Mobile
CMP_YT_01,YT_Video_Awareness_V1,2025-10-19,YouTube_Ads,Awareness,Middle East,88651,1937,691.0,74,4417.74,14775.72,38,19.0,Mobile
CMP_SEO_02,SEO_High_Intent_Landing,2025/06/02,SEO,Conversion,Middle East,30686,1624,740.0,228,349.6,81156.15,176,29.0,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-04-08,YouTube Ads,Product Promotion,Middle East,45948,991,423.0,66,2216.64,10733.63,38,,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025/08/09,YouTube_Ads,Product Promotion,Europe,50498,874,368.0,49,1173.08,10584.39,28,29.0,Mobile
CMP_GGL_01,Google_Search_Brand,2025-01-23,Google Ads ,Conversion,Middle East,46134,2837,1194.0,287,8967.54,100105.03,221,15.0,Mobile
CMP_GGL_02,Google_NonBrand_Generic,2025-06-05,Google Ads ,Lead Generation,Europe,15612,927,390.0,109,3917.11,25434.47,73,12.0,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-04-26,email marketing,Conversion,Middle East,21056,2610,871.0,396,1919.24,121188.93,334,14.0,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-02-04,YouTube Ads,Awareness,Europe,72213,723,287.0,42,1230.34,10370.23,26,10.0,Tablet
CMP_IG_01,IG_Influencer_Promos,2025-11-09,instagram ads,Product Promotion,North America,35495,1138,623.0,107,3392.2,19163.65,69,27.0,Tablet
CMP_FB_01,FB_Retargeting_Q1,2025-12-31,Facebook Ads,Retargeting,North America,41518,1922,702.0,148,3359.27,31876.23,85,28.0,Desktop
CMP_FB_02,FB_Lookalike_Prospecting,2025-11-21, Facebook Ads,Awareness,Europe,60336,2010,709.0,178,3779.75,48484.49,100,9.0,Tablet
CMP_SEO_02,SEO_High_Intent_Landing,2025-09-15,seo,Conversion,Latin America,67592,4292,2326.0,579,2363.57,233089.74,392,24.0,Tablet
CMP_IG_01,IG_Influencer_Promos,2025/09/14,instagram ads,Product Promotion,Latin America,47809,1595,739.0,115,3992.37,20457.1,71,25.0,Desktop
CMP_GGL_01,Google_Search_Brand,2025/02/08,Google Ads,Conversion,Middle East,26778,1366,490.0,156,3986.2,38222.75,118,13.0,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-05-28,Display Ads,Retargeting,Latin America,57859,633,198.0,23,1446.81,2630.02,11,22.0,Desktop
CMP_YT_01,YT_Video_Awareness_V1,2025-10-18,YouTube_Ads,Awareness,Latin America,59582,1055,578.0,69,1478.59,15115.14,31,25.0,Tablet
CMP_FB_02,FB_Lookalike_Prospecting,2025-04-30,facebook ads,Awareness,North America,64619,1704,632.0,170,4343.87,40521.32,106,7.0,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-03-24,Display Ads,Awareness,Latin America,99559,627,300.0,17,1497.46,2401.56,6,7.0,Mobile
CMP_EM_01,EM_Weekly_Newsletter,2025-10-27,Email Marketing ,Product Promotion,Asia-Pacific,12123,1628,575.0,298,667.99,103848.4,218,8.0,Tablet
CMP_LI_01,LI_B2B_Executive_Leads,2025-10-09,LinkedIn Ads ,Lead Generation,Latin America,6705,122,64.0,8,1320.39,3818.61,3,28.0,Mobile
CMP_SEO_01,SEO_Organic_Blog_Content,2025-07-01,seo,Awareness,Latin America,64653,3337,1203.0,343,1833.3,131736.71,272,18.0,Desktop
CMP_LI_02,LI_Whitepaper_Downloads,2025-08-04,LinkedIn Ads ,Lead Generation,Asia-Pacific,21745,593,182.0,69,6114.58,48956.15,44,21.0,Desktop
CMP_DSP_02,DSP_Dynamic_Retargeting,2025-09-23,display ads,Retargeting,North America,86614,1383,405.0,31,3669.62,4200.07,11,25.0,Tablet
CMP_EM_02,EM_Abandoned_Cart_Nurture,2025-11-06,Email Marketing,Conversion,Middle East,19103,1788,737.0,301,1404.26,108396.34,254,8.0,Desktop
CMP_DSP_01,DSP_Programmatic_Banner,2025-02-17,Display Ads,Awareness,Latin America,94813,916,281.0,21,2765.74,3211.79,10,23.0,Mobile
CMP_LI_02,LI_Whitepaper_Downloads,2025-09-27,LinkedIn Ads ,Lead Generation,Europe,11601,361,96.0,29,2781.07,20031.09,17,17.0,Desktop
CMP_YT_02,YT_TrueView_Product_Demo,2025-10-01,YouTube Ads,Product Promotion,Europe,30879,491,186.0,17,667.7,3496.01,8,16.0,Tablet
CMP_YT_02,YT_TrueView_Product_Demo,2025-07-12,YouTube_Ads,Product Promotion,Asia-Pacific,41514,551,138.0,28,877.63,5946.1,15,21.0,Mobile
